urban,recommand,zone,desc,region,price,unitprice,age
gulou,坐拥玄武湖、国际广场、交通便利。自然商业交通的结合,北塔怡景公寓 , | 2室2厅 | 135.38平米 | 北 | 精装 | 有电梯,湖南路,565,41735,高楼层(共38层)2013年建塔楼  -  
gulou,房子精装修 东边户 省测绘局的房改房,金地苑 , | 2室1厅 | 79.27平米 | 南 北 | 其他 | 无电梯,凤凰西街,228,28763,高楼层(共7层)1998年建板楼  -  
gulou,满两年省税 居家装修 学籍不占 有附送面积 采光好,华新巷小区 , | 3室1厅 | 52.14平米 | 东 西 | 其他 | 无电梯,宁海路,300,57538,中楼层(共7层)1996年建板楼  -  
gulou,视野开阔，小区环境安静，邻里氛围好,东妙峰庵 , | 3室1厅 | 83.57平米 | 南 北 | 其他 | 无电梯,福建路,208,24890,中楼层(共6层)1980年建板楼  -  
gulou,29中本部 满五年 双南户型 南北通透 楼层好地铁口,上海路9号 , | 2室1厅 | 59.88平米 | 南 北 | 毛坯 | 无电梯,华侨路,324,54109,低楼层(共6层)1998年建板塔结合  -  
gulou,中间楼层 采光好 视野开阔 看房方便,石头城 , | 2室1厅 | 60.09平米 | 南 北 | 其他 | 无电梯,龙江,183,30455,中楼层(共7层)1995年建板楼  -  
gulou,江雁依山郡 正真的精装大三房 中间楼层 采光无遮挡,江雁依山郡 , | 3室2厅 | 135.94平米 | 南 北 | 精装 | 无电梯,金陵小区,445,32736,中楼层(共4层)2010年建板塔结合  -  
gulou,龙江 秦淮河边 双南大两房，满五年.,腾飞园 , | 2室1厅 | 63.91平米 | 南 | 其他 | 无电梯,龙江,215,33642,高楼层(共6层)1996年建板楼  -  
gulou,满五唯一  地铁房 交通方便 生活便利 芳草园凤凰,凤凰庄 , | 2室1厅 | 40.45平米 | 南 | 精装 | 无电梯,汉中门大街,150,37083,高楼层(共6层)1993年建板楼  -  
gulou,长江新村2号南瑞大院 东南朝向 免费车位 带电梯有暖气,长江新村2号 , | 2室2厅 | 97.73平米 | 南 北 | 简装 | 有电梯,许府巷,305,31209,高楼层(共29层)1997年建塔楼  -  
gulou,阳光广场电梯三房 采光好 交通便利,阳光广场 , | 3室2厅 | 126.17平米 | 东南 | 精装 | 有电梯,龙江,422,33447,低楼层(共32层)2000年建塔楼  -  
gulou,萨家湾 2000年小区 17年年初装修 采光好,萨家湾 , | 3室1厅 | 91.74平米 | 南 北 | 精装 | 有电梯,福建路,320,34882,高楼层(共7层)1997年建板楼  -  
gulou,中间楼层  小区环境好  总价低,花开园 , | 2室1厅 | 63.34平米 | 南 北 | 简装 | 无电梯,龙江,255,40259,中楼层(共6层)2001年建板楼  -  
gulou,此房楼层好，交通便利，采光充足,安乐村 , | 2室1厅 | 61.32平米 | 南 北 | 简装 | 无电梯,建宁路,160,26093,中楼层(共6层)1998年建板楼  -  
gulou,上海路 华侨路 满五年 双南户型 鼓楼一小,豆菜桥小区 , | 2室1厅 | 51.45平米 | 南 | 简装 | 有电梯,华侨路,155,30127,高楼层(共7层)1990年建板楼  -  
gulou,三牌楼和五十中施教区 采光不挡 有固定车位,三牌楼大街 , | 2室1厅 | 55.54平米 | 南 | 精装 | 有电梯,三牌楼,175,31509,高楼层(共7层)1995年建板塔结合  -  
gulou,天福园   电梯房   房龄新,天福园 , | 2室1厅 | 106.02平米 | 南 北 | 简装 | 有电梯,湖南路,390,36786,中楼层(共16层)2003年建板塔结合  -  
gulou,有院子 满五年 小区中 户型好 交通方便,宁工新寓一村 , | 2室1厅 | 70.6平米 | 南 北 | 简装 | 有电梯,草场门大街,255,36119,低楼层(共7层)1994年建板楼  -  
gulou,白云园大两房 南北通透 采光充足 地段好,白云园南片 , | 2室2厅 | 109.31平米 | 南 | 简装 | 无电梯,龙江,437,39979,低楼层(共8层)1998年建板楼  -  
gulou,华阳佳园新上小两房不临街南北通透阳光不挡 居住舒适,华阳佳园华彩苑 , | 2室1厅 | 52.32平米 | 南 北 | 简装 | 无电梯,凤凰西街,193,36889,高楼层(共7层)2000年建板楼  -  
gulou,电梯房 房龄新  采光好  施教区不占,龙凤花园隽凤园 , | 3室1厅 | 137.41平米 | 南 | 精装 | 有电梯,龙江,540,39299,低楼层(共32层)2000年建板楼  -  
gulou,银城花园 低楼层 精装修 东边户 大三房,银城花园北片 , | 3室1厅 | 79.8平米 | 南 北 | 精装 | 无电梯,龙江,405,50752,低楼层(共7层)1996年建板楼  -  
gulou,盐仓桥 双卧朝南 西边户 采光好 满2年 业主诚售,戴家巷 , | 3室0厅 | 66.54平米 | 南 | 简装 | 无电梯,挹江门,165,24798,中楼层(共5层)1996年建板楼  -  
gulou,拉小29中 学籍不占 跃层大三房  电梯直达,金鹏大厦 , | 3室2厅 | 139.58平米 | 东 | 简装 | 有电梯,华侨路,650,46569,高楼层(共18层)1998年建板楼  -  
gulou,月光两房 中间楼层 西南朝向 视野不挡 诚心出售,月光广场 , | 2室1厅 | 92.35平米 | 西南 | 简装 | 有电梯,龙江,310,33568,中楼层(共34层)2000年建塔楼  -  
gulou,宁工新寓一村优质三房 双南一北东边户 交通方便,宁工新寓一村 , | 3室1厅 | 104.4平米 | 南 北 | 简装 | 有电梯,草场门大街,334,31993,高楼层(共7层)1998年建板楼  -  
gulou,房子满五年 小区刚出新  交通便利  环境好,云燕园小区 , | 4室2厅 | 77.12平米 | 南 | 精装 | 无电梯,五塘广场,275,35659,高楼层(共6层)2003年建板楼  -  
gulou,芳草园分校 新城市广场 挑高户型 居家装修,新城市广场 , | 2室1厅 | 53.96平米 | 西 | 精装 | 有电梯,龙江,268,49667,中楼层(共18层)2005年建塔楼  -  
gulou,洪庙巷两房精装修拎包入住采光充足,洪庙巷 , | 2室1厅 | 70.07平米 | 南 北 | 精装 | 无电梯,福建路,210,29971,高楼层(共5层)1995年建板楼  -  
gulou,力学29中 满五 学籍不占 南北通透 采光佳 离校近,剑阁路 , | 3室1厅 | 73.39平米 | 南 北 | 简装 | 无电梯,宁海路,635,86525,高楼层(共7层)1990年建板楼  -  
gulou,清江花苑中间楼层边户带11平的储藏间有产权车库另售,清江花苑明月园 , | 4室2厅 | 147.22平米 | 南 西 北 | 简装 | 无电梯,定淮门大街,573,38922,中楼层(共7层)1998年建板塔结合  -  
gulou,房子不吵不临街 双南一北 采光很好 保养不错 南北通透,卢龙山庄 , | 3室2厅 | 136.09平米 | 南 北 | 精装 | 有电梯,建宁路,458,33655,中楼层(共26层)2007年建板楼  -  
gulou,银城汇文 满五年唯一 精装 学籍不占 楼层好,东宝花园 , | 3室2厅 | 117.31平米 | 南 北 | 精装 | 无电梯,凤凰西街,620,52852,高楼层(共6层)2000年建板楼  -  
gulou,银城花园精装修大两房 不临街 采光好 诚心出售,银城花园北片 , | 2室1厅 | 63.04平米 | 南 北 | 精装 | 无电梯,龙江,295,46796,高楼层(共7层)1996年建板楼  -  
gulou,石头城精装修三房，近地铁，南北通,石头城 , | 3室1厅 | 80.18平米 | 南 北 | 精装 | 无电梯,龙江,269,33550,高楼层(共5层)1995年建板塔结合  -  
gulou,芳草园 29中 秦淮河 无增值税 三房,汉中门外大街203号 , | 3室2厅 | 99.5平米 | 南 北 | 简装 | 有电梯,凤凰西街,450,45227,高楼层(共8层)2001年建板楼  -  
gulou,黑龙江八巷 新金贸大街 小区成熟 配套齐全 出行便利,黑龙江路八巷 , | 2室1厅 | 50.87平米 | 南 北 | 精装 | 无电梯,许府巷,155,30470,中楼层(共7层)1993年建板塔结合  -  
gulou,满五不唯一  南北通透  一楼楼层好,云燕园小区 , | 2室2厅 | 77.23平米 | 南 北 | 简装 | 无电梯,五塘广场,215,27839,低楼层(共6层)2003年建板楼  -  
gulou,清江花苑 南北通透三房 采光无遮挡 东边户,清江花苑明月园 , | 3室1厅 | 111.74平米 | 南 北 | 毛坯 | 无电梯,定淮门大街,445,39825,高楼层(共7层)1998年建板塔结合  -  
gulou,芳草园凤凰校区 电梯单室套 满五年唯一 2000年商品房,鑫宏花园 , | 1室1厅 | 39.14平米 | 东南 | 简装 | 有电梯,龙江,173,44201,中楼层(共14层)2000年建板塔结合  -  
gulou,凤凰西街 满五唯一 南北通透小两房,凤凰西街146号 , | 2室1厅 | 57.4平米 | 南 北 | 其他 | 无电梯,凤凰西街,168,29269,高楼层(共6层)1982年建板楼  -  
gulou,小区中间 中间楼层 双卧朝南 业主诚心卖房,宁工新寓一村 , | 2室1厅 | 66.38平米 | 南 北 | 其他 | 有电梯,草场门大街,220,33143,高楼层(共7层)1996年建板楼  -  
gulou,长江新村40号 1室1厅 小区安静,长江新村40号 , | 1室1厅 | 51.04平米 | 东 西 | 其他 | 无电梯,许府巷,120,23511,低楼层(共4层)1990年建板楼  -  
gulou,钥匙房 居家装修 采光好 业主诚售,圣淘沙花城 , | 3室1厅 | 121.49平米 | 南 北 | 简装 | 有电梯,挹江门,360,29633,高楼层(共28层)2003年建板楼  -  
gulou,中间楼层 户型通透 满五年 看房方便,凤凰西街 , | 1室1厅 | 39.58平米 | 南 | 其他 | 无电梯,凤凰西街,130,32845,中楼层(共6层)1992年建板楼  -  
gulou,赤小   单室套  装修好  拎包住,中环国际 , | 1室1厅 | 64.83平米 | 东南 | 简装 | 有电梯,湖南路,195,30079,中楼层(共50层)2009年建板塔结合  -  
gulou,满两年   南北通透  一楼带院,宝苑新寓 , | 2室1厅 | 62.7平米 | 南 北 | 其他 | 无电梯,草场门大街,240,38278,低楼层(共6层)1996年建板楼  -  
gulou,银城花园三房，低楼层，双南一北户型，满两年,银城花园北片 , | 3室1厅 | 79.6平米 | 南 北 | 简装 | 无电梯,龙江,360,45227,低楼层(共7层)1996年建板楼  -  
gulou,满五年 南北通透 出行便利 采光好 无抵押,苏宁乐瑰园 , | 2室1厅 | 105.94平米 | 南 | 简装 | 有电梯,凤凰西街,400,37758,高楼层(共7层)1999年建板楼  -  
gulou,古平岗22号 一楼小三房 业主诚售,古平岗22号 , | 3室1厅 | 78平米 | 南 | 其他 | 无电梯,挹江门,273,35000,低楼层(共5层)1982年建板楼  -  
gulou,君临国际 靠珠江路地铁口 物业好 出行方便,君临国际 , | 2室2厅 | 97.39平米 | 南 | 其他 | 有电梯,华侨路,580,59555,低楼层(共19层)2005年建板塔结合  -  
gulou,定淮门大街 东南朝向 带电梯 视野好 采光充足,定淮门大街 , | 3室2厅 | 155.32平米 | 东 南 | 其他 | 有电梯,定淮门大街,490,31548,高楼层(共19层)2000年建板楼  -  
gulou,低楼层 采光充足 交通比较便利,小市街 , | 3室1厅 | 70.4平米 | 南 北 | 其他 | 无电梯,小市,185,26279,低楼层(共7层)1990年建板楼  -  
gulou,索菲亚无醛家具 ，西门子家电，纯实木地板诚意出售！,裕华名居 , | 3室2厅 | 126.99平米 | 东南 南 | 精装 | 有电梯,凤凰西街,520,40949,低楼层(共19层)2000年建板楼  -  
gulou,独立小区教师楼，氛围好，有车位，不紧张，环境好。,东妙峰庵 , | 2室1厅 | 52.58平米 | 南 | 简装 | 无电梯,福建路,130,24725,高楼层(共6层)1982年建板楼  -  
gulou,华富大厦改善大三房，全明户型，精装修,华富大厦 , | 3室2厅 | 126.82平米 | 东 | 其他 | 有电梯,三牌楼,290,22868,中楼层(共32层)1998年建板楼  -  
gulou,小区环境好户型方正配套完善阳光不挡,复地新都国际 , | 2室2厅 | 118.11平米 | 南 北 | 其他 | 有电梯,小市,415,35137,低楼层(共18层)2012年建塔楼  -  
gulou,小区环境好，房龄新，有物业，三开间朝南。,明城华贵园 , | 2室2厅 | 97.5平米 | 南 | 精装 | 有电梯,建宁路,306,31385,高楼层(共27层)2008年建板楼  -  
gulou,精装修  采光无遮挡 房子满两年 无增值税 南北通透,华阳佳园华清苑 , | 3室2厅 | 105.33平米 | 南 北 | 精装 | 无电梯,凤凰西街,445,42249,高楼层(共6层)2003年建板楼  -  
gulou,钟阜路小区 满五唯一 南北通透,钟阜路小区 , | 2室2厅 | 78.78平米 | 南 北 | 其他 | 无电梯,福建路,208,26403,中楼层(共6层)1988年建板塔结合  -  
gulou,佳盛花园 大户型 楼层好 居住舒适,佳盛花园 , | 4室2厅 | 170.75平米 | 东 南 西 | 其他 | 有电梯,热河南路,500,29283,低楼层(共9层)1999年建板塔结合  -  
gulou,金域二期   低楼层   交通方便  设施配套成熟,金域中央街区二期 , | 3室2厅 | 109.4平米 | 南 北 | 其他 | 有电梯,五塘广场,350,31993,低楼层(共16层)2008年建板塔结合  -  
gulou,定淮门大街 2000年房龄 居家装修 南北通透 东边户,定淮门大街 , | 3室2厅 | 124.27平米 | 南 北 | 其他 | 有电梯,定淮门大街,468,37660,中楼层(共19层)2000年建板楼  -  
gulou,新上中海凤凰熙岸 满两年精装改善大四房 带车位,中海凤凰熙岸一期 , | 4室2厅 | 172.41平米 | 南 北 | 精装 | 有电梯,凤凰西街,1280,74242,高楼层(共30层)2012年建板楼  -  
gulou,小区依湖而建 入住与大老板为邻居 好的生活品质,天正桃源 , | 3室2厅 | 131.02平米 | 南 北 | 精装 | 无电梯,热河南路,760,58007,低楼层(共6层)2011年建板楼  -  
gulou,一号地铁线 工人新村 复式  精装修 采光无遮挡,工人新村 , | 1室2厅 | 62.87平米 | 南 | 其他 | 无电梯,许府巷,180,28631,高楼层(共6层)1998年建板楼  -  
gulou,龙江  白云园3房  满5年  诚心出售 居家装修,白云园南片 , | 3室1厅 | 89.08平米 | 南 北 | 其他 | 无电梯,龙江,385,43220,中楼层(共7层)1996年建板楼  -  
gulou,赠阁楼 南北通透 南北大露台 阳光好,宁工新寓二村 , | 2室2厅 | 78.88平米 | 南 北 | 其他 | 无电梯,草场门大街,290,36765,高楼层(共7层)2000年建板楼  -  
gulou,华富园改善大四房，全明户型，精装修,华富园 , | 4室1厅 | 155.05平米 | 南 北 | 其他,三牌楼,520,33538,低楼层(共8层)1998年建板楼  -  
gulou,盛世新寓 五塘广场 二十九中 精装三房,盛世新寓 , | 3室1厅 | 101.48平米 | 南 北 | 其他 | 无电梯,五塘广场,270,26607,中楼层(共6层)2004年建板楼  -  
gulou,三房朝南 南北通透 采光好 小区刚出新 配套齐全,凤凰西街140号 , | 4室2厅 | 101.5平米 | 南 | 其他 | 无电梯,凤凰西街,288,28375,高楼层(共6层)1982年建板楼  -  
gulou,双东一西 中间楼层 配套成熟 采光视野佳 有门禁,虎丘路 , | 3室1厅 | 58.69平米 | 南 | 其他 | 无电梯,宁海路,480,81786,低楼层(共6层)1980年建板楼  -  
gulou,金湾花园 客厅朝南 全明通透 采光不错 带阁楼,金湾花园 , | 3室2厅 | 100.3平米 | 南 北 | 精装 | 无电梯,草场门大街,379,37787,高楼层(共7层)2002年建板楼  -  
gulou,许府巷商圈 生活方便 交通便利 安静不临街,黑龙江路二巷 , | 2室2厅 | 77.79平米 | 南 | 其他 | 无电梯,许府巷,200,25711,中楼层(共7层)2000年建板楼  -  
gulou,南京站双地铁口 带电梯 小区环境好 南北通透 绿化好,金基翠城 , | 3室2厅 | 112.72平米 | 南 北 | 其他 | 无电梯,小市,416,36906,低楼层(共9层)2005年建板塔结合  -  
gulou,西桥 交通方便 配套齐全 采光好 正规三房,西桥 , | 3室1厅 | 80.23平米 | 南 | 其他 | 无电梯,湖南路,232,28917,高楼层(共7层)1990年建板楼  -  
gulou,南北通透 户型方正 采光不挡 出行方便,钱塘路 , | 2室1厅 | 56.55平米 | 南 | 其他 | 有电梯,宁海路,545,96375,低楼层(共7层)1990年建板楼  -  
gulou,小三房 钟阜路小区 户型方正 采光充足,钟阜路小区 , | 3室1厅 | 62.92平米 | 南 北 | 其他 | 无电梯,福建路,168,26701,高楼层(共6层)1988年建板塔结合  -  
gulou,双南一北 配套成熟 一楼带大院子可做阳光房户型好改造,剑阁路31号 , | 3室1厅 | 87.1平米 | 南 | 其他 | 无电梯,宁海路,620,71183,低楼层(共5层)1990年建板楼  -  
gulou,芳草园 二十九中 四楼东边户 精装修采光充足 业主诚售,凤凰庄 , | 2室1厅 | 61.23平米 | 南 北 | 其他 | 无电梯,汉中门大街,248,40504,中楼层(共5层)1985年建板楼  -  
gulou,模范马路 古平岗 定淮门 电梯房 规整刚修三房 视野好,古平岗18号 , | 3室2厅 | 131.61平米 | 南 | 其他 | 有电梯,挹江门,280,21275,高楼层(共9层)1980年建板楼  -  
gulou,江苏路 世贸大厦 精装三房 户型方正 全明,世贸大厦 , | 3室2厅 | 184.1平米 | 西 | 精装 | 有电梯,湖南路,590,32048,中楼层(共27层)2000年建板楼  -  
gulou,盐仓桥 商圈大桥南路 天妃宫施教区 楼层好,光夏新村 , | 2室0厅 | 45.2平米 | 东 西 | 其他 | 无电梯,建宁路,122,26992,低楼层(共6层)1985年建板楼  -  
gulou,满五年 一楼带院子 交通方便 无增值税,安怀新村 , | 2室1厅 | 56.74平米 | 南 北 | 其他 | 无电梯,小市,145,25556,低楼层(共6层)1990年建板塔结合  -  
gulou,中间楼层 户型方正 通风效果好 采光充足,厚载巷 , | 3室1厅 | 67.49平米 | 南 北 | 其他 | 无电梯,湖南路,320,47415,中楼层(共7层)1992年建板楼  -  
gulou,金陵小区 配套成熟 交通便利 看房方便 业主急售,金陵新三村 , | 3室1厅 | 60.99平米 | 南 | 简装 | 无电梯,金陵小区,142,23283,高楼层(共7层)1992年建板楼  -  
gulou,建宁路 低楼层 交通便利 配套设施完善,建宁路 , | 2室1厅 | 51.67平米 | 南 | 其他 | 无电梯,建宁路,130,25160,低楼层(共6层)1996年建板楼  -  
gulou,2000年成熟高档小区 玄武湖畔 标准大两房,新金贸花园 , | 2室2厅 | 83.55平米 | 南 | 其他 | 无电梯,许府巷,365,43687,高楼层(共7层)2004年建板楼  -  
gulou,楼层好，视野开阔，采光不挡，户型好,黑龙江路 , | 3室1厅 | 63.31平米 | 南 北 | 其他 | 无电梯,许府巷,160,25273,高楼层(共5层)1985年建板楼  -  
gulou,福建路 正规商品房 安静不临街环境好 一梯两户带电梯,萨家湾花苑 , | 4室2厅 | 127平米 | 南 北 | 其他,福建路,440,34646,中楼层(共9层)2001年建板楼  -  
